145,52,54
145,50,51
140,51,51
140,50,52
135,51,52
135,48,49
130,47,48
130,45,46
125,44,43
125,42,42
120,41,42
120,41,42
115,42,41
115,38,38
110,36,37
110,37,36
105,36,32
105,35,30
100,35,32
100,34,31
95,34,30
95,33,30
90,32,30
90,32,29
95,32,30
95,33,29
100,33,31
100,34,33
105,36,33
105,37,37
110,39,37
110,42,41
115,41,41
115,38,42
120,39,43
120,41,43
125,41,42
125,42,44
130,44,43
130,42,44
135,44,45
135,46,48
140,44,47
140,47,49
145,49,50
145,50,50
150,52,56
